
100 1.6e-05
600 0.000424
1100 0.001314
1600 0.002701
2100 0.004754
2600 0.00693
3100 0.009886
3600 0.012988
4100 0.016954
4600 0.021737
5100 0.027164
5600 0.03355
6100 0.037993
6600 0.045205
7100 0.050567
7600 0.059467
8100 0.065611
8600 0.074793
9100 0.085616
9600 0.093481
10100 0.107007
10600 0.118994
11100 0.131545
11600 0.146016
12100 0.164238
12600 0.1786
13100 0.198939
13600 0.21889
14100 0.233547
14600 0.254365
15100 0.276214
15600 0.298163
16100 0.320582
16600 0.345012
17100 0.37044
17600 0.395417
18100 0.421998
18600 0.467728
19100 0.496004
19600 0.538906
20100 0.574201
20600 0.596816
21100 0.645012
21600 0.686696
22100 0.725064
22600 0.75171
23100 0.793409
23600 0.835701
24100 0.87829
24600 0.939694
25100 1.00896
25600 1.01903
26100 1.06752
26600 1.09089
27100 1.12478
27600 1.18283
28100 1.27575
28600 1.29
29100 1.31182
29600 1.34829
