
100 4.755e-06
600 3.7851e-05
1100 8.8566e-05
1600 0.000138989
2100 0.00019346
2600 0.000242182
3100 0.000300923
3600 0.000360668
4100 0.000411782
4600 0.000471597
5100 0.000531748
5600 0.00059449
6100 0.00063482
6600 0.000730339
7100 0.000762319
7600 0.000844251
8100 0.000903865
8600 0.00097303
9100 0.00103469
9600 0.00105971
10100 0.00126
10600 0.001353
11100 0.001381
11600 0.001657
12100 0.001595
12600 0.001611
13100 0.00172
13600 0.001759
14100 0.001818
14600 0.001992
15100 0.001881
15600 0.002014
16100 0.002111
16600 0.002142
17100 0.002282
17600 0.002336
18100 0.002362
18600 0.002611
19100 0.002567
19600 0.002596
20100 0.002673
20600 0.002744
21100 0.002749
21600 0.002881
22100 0.002976
22600 0.002945
23100 0.003269
23600 0.003237
24100 0.003384
24600 0.003319
25100 0.003469
25600 0.003409
26100 0.003483
26600 0.003648
27100 0.003672
27600 0.00381
28100 0.00375
28600 0.003911
29100 0.004046
29600 0.004098
